id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
160,how many fairies did the king and queen find ?,explicit,"there were formerly a king and a queen , who were so sorry that they had no children ; so sorry that it can not be expressed . they went to all the waters in the world ; vows , pilgrimages , all ways were tried , and all to no purpose . at last , however , the queen had a daughter . there was a very fine christening ; and the princess had for her god - mothers all the fairies they could find in the whole kingdom ( they found seven ) , that every one of them might give her a gift , as was the cus",seven .,seven .,Seven,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.6863214,0.6863214
161,what happened to the hut after people came in ?,explicit,"they filled it completely and more , and still more of them came in . then the walls began to crack , and the little hut spread out at all corners , and grew so splendid and magnificent that the wealthiest merchant could not have had its equal ; it was almost like being in a royal castle . tables were covered with the most exquisite silver and gold . when they had eaten they began to dance . under cover of the noise , andrew crept to the look - out at the side of the roof , and climbed down . th",the walls began to crack and the little hut spread out at all corners .,"the walls began to crack , and the little hut spread out at all corners and grew so splended and magnificent .",None of the above choices .,0.10526315789473682,0.0,0.10526315789473682,0.10526315789473682,0.08000000000000002,0.0,0.08000000000000002,0.08000000000000002,0.054546736148076896,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.22313016014842982,0.4,6,15,0.016986029490530064,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.06948345122280151,0.2727272727272727,6,22,-1.5063865,-1.5974019
162,where did the deer lead ian to ?,explicit,"then ian was killed a second time , and after the rest of the robbers had eaten , they lay down and slept till morning . no sooner were their faces touched with the sun 's rays than they were up and off . then the deer entered and dropped the healing wax on the dead man , and he was as well as ever . by this time he did not mind what befell him , so sure was he that the deer would take care of him , and in the evening that which had happened before happened again -- the four robbers were put to ",a little white cottage .,a little white cottage where dwelt an old woman and her son .,The deer led ian to a little white cottage,0.6153846153846153,0.5454545454545454,0.6153846153846153,0.6153846153846153,0.380952380952381,0.3157894736842105,0.380952380952381,0.380952380952381,0.392814650900513,"[0.5, 0.4444444444444444, 0.375, 0.2857142857142857]",1.0,1.8,9,5,0.25186505044536794,"[0.5, 0.4444444444444444, 0.375, 0.2857142857142857]",0.6411803884299546,0.6923076923076923,9,13,-0.5373174,-1.083884
163,what did the trolls look like ?,explicit,"but the latter , who suspected where all this wealth had come from , did not wish to be any poorer than andrew . he knew that trolls and goblins walk mainly on christmas eve , and for that reason he sailed out to the sand banks at that time . and on christmas eve he did see a light or fire , but it seemed to be like will - o'-the - wisps fluttering about . when he came nearer he heard splashes , horrible howls , and cold , piercing cries , and there was a smell of slime and sea - weed , as at eb","covered with fur , with kirtles of skins , fishing boots , and enormous fist - gloves .","short and thick like hay - ricks , completely covered with fure , with kirtles of skins , fishing boots and enormous fist - gloves .",They were short and thick .,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.24,0.17391304347826086,0.24,0.24,0.03308426786106403,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.1353352832366127,0.3333333333333333,6,18,0.015508229493677392,"[0.7142857142857143, 0.5, 0.4, 0.25]",0.03567399334725241,0.23076923076923078,6,26,-1.5485212,-1.7718295
164,how did andrew feel when his boat was capsized and was overcome with water ?,explicit,"there was once a rich peasant who had two sons , named john nicholas and lucky andrew . the oldest was one of those fellows of whom one never can quite make head or tail . he was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the northland are , as a rule , though it is only too rare to find them unblessed with these attractive qualities . the other , lucky andrew , was wild and high spirited , but always good natured , and no matter how badly off ",quite well .,quite well .,cold and exertion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,-1.0378119,-1.0378119
165,what should the cottager have done to keep the hat of huldres ?,explicit,"the man was invisible , for what he had found was a huldre hat . "" what are you talking about ? ca n't you see me ? have you lost your wits ? "" asked the man . "" there is an old hair strainer for you . i found it outside on the ground , "" said he , and he threw it on the bench . and then his wife saw him ; but at the same moment the hat of the huldres disappeared , for he should only have loaned it , not given it away . now the man saw how everything had come about , and went back to the wedding","loaned it , not given it away .",loaned it .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15827883685397307,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,2.0,6,3,-1.3103211,-1.4580979
166,what happened after the demon chief took the man's wen ?,explicit,""" you are very clever , "" said the demon chief , giving his horns an approving nod . then he stretched out a hairy arm and claw - like hand , and took the great lump from the old man 's right cheek . strange to say , it came off as easily as a ripe plum from the tree at the demon 's touch , and then the merry troop of demons suddenly vanished .",the merry troop of demons suddenly vanished .,the merry troop of demons suddenly vanished .,The demon chief took the man's wen .,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.0,8,8,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.0,8,8,-1.1555576,-1.1555576
167,what did the cook think the many-furred creature was ?,explicit,"but when the dance was ended , she disappeared again so quickly that the king could not see which way she went . she ran to her little room and changed herself once more into the many - furred creature , and went into the kitchen to cook the bread - soup . when the cook was upstairs , she fetched the golden spinning - wheel and put it in the dish so that the soup was poured over it . it was brought to the king , who ate it , and liked it as much as the last time . he had the cook sent to him , a",a witch .,a witch .,a witch,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.8270447,0.8270447
168,where did the merchant come to after he drifted and drifted ?,explicit,"now when the merchant had sailed on for a while , a terrible storm broke loose , a thunderstorm without an equal , and he drifted and drifted , and did not know where or whither . at last he came to a land where he had never yet been , and went up into the city . in the tavern which he entered the table was set , and at every place lay a switch , one for each guest . this seemed strange to the merchant , for he could not understand what was to be done with all the switches . yet he sat down and ","a land where he had never yet been , and went up into a city .",he came to a land where he had never yet been .,the city,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0006928804585304378,"[0.6666666666666666, 0.5, 1.0, 1.0]",0.0009118819655545162,0.125,2,16,0.004305164771842524,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.006737946999085467,0.16666666666666666,2,12,-1.1623323,-1.1318159
169,who had carted pears to market ?,explicit,"once upon a time there was a farmer who had carted pears to market . since they were very sweet and fragrant , he hoped to get a good price for them . a bonze with a torn cap and tattered robe stepped up to his cart and asked for one . the farmer repulsed him , but the bonze did not go . then the farmer grew angry and began to call him names . the bonze said : "" you have pears by the hundred in your cart . i only ask for one . surely that does you no great injury . why suddenly grow so angry abo",a farmer .,a farmer .,a farmer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.7760842,0.7760842
170,what did the young men give to matte as a gift ?,explicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",a shining silver coin and a special kind of tobacco .,a shining silver coin .,The young men gave matte a shining silver coin .,0.4210526315789474,0.35294117647058826,0.4210526315789474,0.4210526315789474,0.6153846153846153,0.5454545454545454,0.6153846153846153,0.6153846153846153,0.33226139141332744,"[0.5454545454545454, 0.4, 0.3333333333333333, 0.25]",0.9048374180359595,0.9090909090909091,10,11,0.4617366309441026,"[0.5454545454545454, 0.5, 0.4444444444444444, 0.375]",1.0,2.0,10,5,-1.3197048,-0.32289198
171,how did the young man's mother feel after he sold the horse ?,explicit,"' i will give them , ' answered the man , and he took the horse , and the youth took the gun and the dog and the falcon , and went home with them . but when his mother heard what he had done she was very angry , and beat him with a stick which she had in her hand . ' that will teach you to sell my property , ' said she , when her arm was quite tired , but ian her son answered her nothing , and went off to his bed , for he was very sore . that night he rose softly , and left the house carrying th",very angry .,very angry .,angry,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.1353352832366127,"[1.0, 1.0, 1.0, 1.0]",0.1353352832366127,0.3333333333333333,1,3,0.52823544,0.52823544
172,why did harold have an easy time finding snorro the dwarf ?,explicit,"so he made haste to hire a boat , and soon he was speeding over the tossing waters on his way to the island of hoy . when he arrived there he hurried up the lonely valley to where the dwarfie stone stood , and he had no difficulty in finding its uncanny occupant , for snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun . a curious smile crossed his face when , hearing the sound of approaching footsteps , he turned round and his e","snorro was standing at the hole that served as a door , his raven on his shoulder , gazing placidly at the setting sun .",snorro was standing at the hole that served as a door .,None of the above choices,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.12500000000000003,0.0,0.12500000000000003,0.12500000000000003,0.005000390784397869,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.01831563888873418,0.2,5,25,0.06732395159376953,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.2465969639416065,0.4166666666666667,5,12,-1.4595302,-1.1805259
