id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
329,what happened when the farmer turned the corner ?,explicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",there lay the missing piece from the axle by the city wall .,there lay the missing piece from the axle by the city wall .,The farmer fell into a rage,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0578433294533084,"[0.14285714285714285, 0.16666666666666666, 0.2, 0.25]",0.31140322391459774,0.46153846153846156,6,13,0.0578433294533084,"[0.14285714285714285, 0.16666666666666666, 0.2, 0.25]",0.31140322391459774,0.46153846153846156,6,13,0.8621242046356201,0.8621242046356201,-1.422245,-1.422245
330,why did the widowed mistress feel upset after she saw her cherished pig on its back ?,explicit,"but the song was quickly changed into a cry of despair when she reached the pig - stye , for there lay her cherished pig on its back , with its legs in the air and its eyes shut , just as if it were going to breathe its last breath . "" what shall i do ? what shall i do ? "" cried the poor woman , sitting down on a big stone and clasping her boy to her breast , heedless of the fact that she had dropped her bucket , and that the pig's - meat was running out , and that the hens were eating it . "" fi",she was going to lose her finest pig .,it was going to breathe its last breath .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031546451143688,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.1031546451143688,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",0.4493289641172217,0.5555555555555556,5,9,0.8354911804199219,0.825161874294281,-1.4670584,-1.3204572
331,what did john nicholas do because he did not wish to be any poorer than andrew ?,explicit,"but the latter , who suspected where all this wealth had come from , did not wish to be any poorer than andrew . he knew that trolls and goblins walk mainly on christmas eve , and for that reason he sailed out to the sand banks at that time . and on christmas eve he did see a light or fire , but it seemed to be like will - o'-the - wisps fluttering about . when he came nearer he heard splashes , horrible howls , and cold , piercing cries , and there was a smell of slime and sea - weed , as at eb",sailed out to the san banks on christmas eve .,he sailed out to the sand banks .,None of the above choices,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.10043553373039076,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.36787944117144233,0.5,5,10,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.8262401819229126,0.8514181971549988,-1.3648771,-1.3143024
332,who did they see come into the hall when they were all sitting at the table ?,explicit,"after the ceremonies of the christening were over , all the company returned to the king 's palace , where was prepared a great feast for the fairies . there was placed before every one of them a magnificent cover with a case of massive gold , wherein were a spoon , knife , and fork , all of pure gold set with diamonds and rubies . but as they were all sitting down at table they saw come into the hall a very old fairy , whom they had not invited , because it was above fifty years since she had b",a very old fairy .,a very old fairy .,fairy,0.4,0.0,0.4,0.4,0.4,0.0,0.4,0.4,0.01831563888873418,"[1.0, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.01831563888873418,"[1.0, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.8165624737739563,0.8165624737739563,-1.0853494,-1.0853494
333,who was reported to live on the island ?,explicit,"but the latter did not lose heart . he gathered drift - wood along the strand , shot sea - birds , and looked for mussels and roots . he built himself a raft of drift - timber , and fished with a pole that had also been left behind . one day , while he was at work , he happened to notice a depression or hollow in the sand , as though made by the keel of a large northland schooner , and he could plainly trace the braidings of the hawsers from the strand up to the top of the island . then he thoug",meer - folk .,meer - folk .,The schooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.8512203693389893,0.8512203693389893,-0.9969597,-0.9969597
334,how did the cottager feel when everyone ignored him ?,explicit,"once upon a time there was a big wedding at a certain farmstead , and a certain cottager was on his way to the wedding - feast . as he chanced to cross a field , he found a milk - strainer , such as are usually made of cows ' tails , and looking just like an old brown rag . he picked it up , for he thought it could be washed , and then he would give it to his wife for a dish - rag . but when he came to the house where they were celebrating the wedding , it seemed as though no one saw him . the b",angry .,he grew angry .,None of the above choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,2.5,5,2,0.2295748846661433,"[0.16666666666666666, 0.2, 0.25, 0.3333333333333333]",1.0,1.25,5,4,0.8481663465499878,0.8476122617721558,-1.6456861,-1.2645476
335,what did the woman do after greeting the girl ?,explicit,"once upon a time there was a mill , in which it was impossible to grind flour , because such strange things kept happening there . but there was a poor woman who was in urgent need of a little meal one evening , and she asked whether they would not allow her to grind a little flour during the night . "" for heaven 's sake , "" said the mill - owner , "" that is quite impossible ! there are ghosts enough in the mill as it is . "" but the woman said that she must grind a little ; for she did not have ",kept her seat and went on knitting .,went on knitting .,She knitted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031811104014284386,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.049787068367863944,0.25,2,8,0.23505403213046533,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.36787944117144233,0.5,2,4,0.8271223306655884,0.8733983039855957,-0.4041208,-0.34517395
336,what did the lovely young dragon look like ?,explicit,"at last they returned to the palace bringing with them a lovely young dragon . her scales were of glittering green like the wings of summer beetles , her eyes threw out glances of fire , and she was dressed in gorgeous robes . all the jewels of the sea worked in with embroidery adorned them . the king fell in love with her at once , and the wedding ceremony was celebrated with great splendor . every living thing in the sea , from the great whales down to the little shrimps , came in shoals to of",scales were of glittering green .,"he scales were of glittering green like the wings of summer beetles , her eyes threw out glances of fire , and she was dressed in gorgeous robes .",The dragon 's scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the wings of summer beetles and the scales were of glittering green like the,0.027322404371584695,0.02197802197802198,0.027322404371584695,0.027322404371584695,0.06718346253229975,0.051948051948051945,0.06718346253229975,0.06718346253229975,0.012082935154038644,"[0.016574585635359115, 0.013850415512465374, 0.011111111111111112, 0.008356545961002786]",1.0,60.166666666666664,361,6,0.03009799925595675,"[0.03867403314917127, 0.030470914127423823, 0.027777777777777776, 0.025069637883008356]",1.0,12.448275862068966,361,29,0.7644813060760498,0.7999558448791504,-1.0891868,-1.3447257
337,what happened because the skillful fisher was impressed by his brother's power ?,explicit,"the skillful fisher was very frightened at the peril of death in which he had stood , and was greatly impressed by the wonderful things he had seen his brother do . he learned now that he was making a fatal mistake to set himself against his brother , younger than he thought he was , for he now had become so powerful that the sea would flow in and the tide ebb at his word of command . so he humbled himself before the happy hunter and asked him to forgive him all the wrong he had done him . the s",promised the restore his brother to his rights .,"the skillful fisher asked for forgiveness , and recognized him as ruler of japan .",The skillful fisher was very frightened at the peril of death,0.10526315789473685,0.0,0.10526315789473685,0.10526315789473685,0.33333333333333337,0.1818181818181818,0.33333333333333337,0.33333333333333337,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,1.2222222222222223,11,9,0.11840515855353498,"[0.4166666666666667, 0.18181818181818182, 0.1, 0.1111111111111111]",0.6951439283988786,0.7333333333333333,11,15,0.842304527759552,0.8794847726821899,-1.2992313,-1.1223426
338,what was the jelly fish able to do ?,explicit,"the chief steward thought for some time , and then , as if struck by a sudden thought , said joyfully : "" i know what we must do ! there is the kurage ( jelly fish ) . he is certainly ugly to look at , but he is proud of being able to walk on land with his four legs like a tortoise . let us send him to the island of monkeys to catch one . "" the jelly fish was then summoned to the king 's presence , and was told by his majesty what was required of him . the jelly fish , on being told of the unexp",walk on land with his four legs like a tortoise .,walk on land with his four legs like a tortoise .,The jellyfish was able to walk on land with his four legs,0.6363636363636365,0.6,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.6,0.6363636363636365,0.6363636363636365,0.5593684915933074,"[0.6153846153846154, 0.5833333333333334, 0.5454545454545454, 0.5]",1.0,1.0909090909090908,12,11,0.5593684915933074,"[0.6153846153846154, 0.5833333333333334, 0.5454545454545454, 0.5]",1.0,1.0909090909090908,12,11,0.9036440849304199,0.9036440849304199,-0.5848009,-0.5848009
